0,5288243
0,8824471
0,7153544
0,8132128
0,7694964
0,7223228
0,5068719
0,3124446
0,1938592
0,7019295
0,02757382
0,5887056
0,2194618
0,8932836
0,9782307
0,09219539
0,4015548
0,7813309
0,9582189
0,1325693
0,5052822
0,5424096
0,7449664
0,02895951
0,9343013
0,6970158
0,7384766
0,137548
0,5752583
0,5866926
0,9867517
0,983757
0,4422747
0,7106118
0,6697696
0,4768528
0,1986983
0,8238555
0,002120376
0,193321
0,5290783
0,4987075
0,101231
0,681752
0,07268596
0,1731653
0,4998764
0,1426636
0,4515519
0,5580999
0,7458056
0,3231723
0,1350117
0,04302633
0,9686905
0,8271338
0,596566
0,4515288
0,3424454
0,7512047
0,5700331
0,9514923
0,2858585
0,2666597
0,5146745
0,3350497
0,5110855
0,9048899
0,314325
0,1267191
0,3022342
0,8353847
0,9674462
0,0900377
0,8209876
0,1444277
0,6549528
0,7049911
0,2469331
0,631452
0,09850585
0,7867606
0,6051798
0,3725967
0,1468116
0,3057119
0,1208224
0,5555244
0,8300792
0,8848184
0,7921344
0,930245
0,1516253
0,07045686
0,3587953
0,3885447
0,4157087
0,9399881
0,2497972
0,5750114
0,2047704
0,3533441
0,2877228
0,9102234
0,5254495
0,5353586
0,3289351
0,8902829
0,4931532
0,09370172
0,3614793
0,5244946
0,6158838
0,2116723
0,5777321
0,1641511
0,715068
0,3275653
0,2207671
0,1795044
0,2606748
0,07616568
0,2592708
0,2383156
0,5263314
0,1091841
0,08817375
0,5106354
0,6696581
0,9451325
0,4441957
0,1339048
0,9075646
0,638201
0,493167
0,9864818
0,4903184
0,2986614
0,3586791
0,08303607
0,463319
0,7097515
0,5566966
0,9418488
0,1826067
0,4964932
0,6885408
0,3888549
0,7790196
0,8856633
0,8744689
0,08491707
0,116459
0,1787714
0,3501788
0,2612501
0,8502148
0,4213865
0,4751021
0,4269468
0,04006064
0,05793226
0,08720696
0,5039254
0,6333374
0,6185644
0,1291971
0,7215993
0,1256163
0,2025342
0,1166497
0,2217845
0,9984338
0,3783261
0,1089243
0,9566376
0,7445461
0,9495103
0,2557687
0,6520566
0,7646121
0,160472
0,06540465
0,4134532
0,8309453
0,1232996
0,8716469
0,1595689
0,1128589
0,7438393
0,3686855
0,2706358
0,01212513
0,5329408
0,5478305
0,9036348
0,0920639
0,7555579
0,9761083
0,8011087
0,5044224
0,4063891
0,3041739
0,211812
0,07495654
0,6014959
0,4306301
0,09531283
0,5008695
0,1937492
0,6958761
0,6375941
0,0805943
0,3776253
0,3841107
0,1833488
0,3627136
0,1097074
0,08987069
0,7738727
0,2038424
0,7261401
0,02721477
0,5462472
0,5024404
0,05179048
0,9977905
0,3022154
0,6326482
0,3423123
0,8862284
0,4250669
0,7457287
0,3908556
0,387512
0,75554
0,199126
0,4619002
0,9382054
0,2751095
0,01607323
0,293941
0,255053
0,4871568
0,1613303
0,6109963
0,368023
0,6996278
0,7955339
0,5943913
0,1474826
0,3745413
0,2189707
0,1166536
0,3918154
0,6729976
0,6747038
0,8185725
0,8436718
0,9874966
0,1094384
0,2717504
0,5139292
0,3062542
0,6529508
0,5861046
0,6025717
0,820371
0,9051391
0,9912708
0,7741439
0,7944934
0,3327653
0,497126
0,4245979
0,7049967
0,3686797
0,599508
0,9828162
0,8038954
0,6427227
0,3220225
0,2870452
0,182256
0,4727449
0,004814982
0,7917272
0,05774748
0,9569912
0,9312942
0,5913462
0,5647388
0,7482104
0,2230642
0,5635558
0,7934308
0,214504
0,8588021
0,01762688
0,8695844
0,7460111
0,7717108
0,2137586
0,8660605
0,4520355
0,6724188
0,2790787
0,7097656
0,1617284
0,1405517
0,07363379
0,8044456
0,8864592
0,786386
0,703913
0,3146676
0,1684833
0,01766038
0,02554381
0,5017751
0,1973792
0,5865991
0,4440951
0,4503054
0,3490726
0,09879625
0,9088582
0,5782394
0,4351042
0,9171555
0,07263982
0,1638166
0,3516974
0,04664767
0,7136075
0,7701931
0,4088005
0,2269763
0,6704209
0,8663663
0,7236277
0,16412
0,1627033
0,3224831
0,9517415
0,7914871
0,4073959
0,8554624
0,4852871
0,9833907
0,8562698
0,9199086
0,0933646
0,8066722
0,4814184
0,1886331
0,9425776
0,8740007
0,7733474
0,2060618
0,8563814
0,0574019
0,6554923
0,2184823
0,5762249
0,8770229
0,1919924
0,3365036
0,4951653
0,4379055
0,1930989
0,08979952
0,8063185
0,4113796
0,3910598
0,7063377
0,4688899
0,9990783
0,2137349
0,9414648
0,08303773
0,4487609
0,4974802
0,7896564
0,4915597
0,08088231
0,2716674
0,687796
0,382515
0,57996
0,7270544
0,0005981922
0,007371306
0,7336552
0,6700956
0,4734007
0,5015095
0,3759022
0,3925653
0,06960976
0,1541166
0,8782064
0,8339199
0,7679846
0,8506976
0,4432501
0,6530615
0,4205453
0,1447076
0,6377923
0,1357845
0,9088182
0,6856905
0,01383388
0,345444
0,1604608
0,06267524
0,7735609
0,8373095
0,005190372
0,24512
0,9915241
0,0738337
0,6108201
0,02014685
0,6551557
0,9622879
0,694878
0,7041844
0,4908711
0,1215961
0,9665666
0,2616634
0,732517
0,159974
0,83202
0,4935496
0,9865443
0,4244472
0,2163122
0,6622702
0,07000279
0,5820209
0,6458752
0,5092532
0,8879974
0,1464407
0,3898023
0,8224461
0,2966852
0,981824
0,6375141
0,06144977
0,8391714
0,1095573
0,2570785
0,5499585
0,1061271
0,1519147
0,8361456
0,717734
0,1634128
0,3636164
0,8889207
0,0437361
0,07496238
0,5674059
0,4412882
0,5985572
0,1456772
0,9441664
0,5305839
0,2382282
0,4454336
0,9758002
0,4687417
0,1557368
0,6552838
0,3822451
0,4731136
0,1943383
0,761094
0,356042
0,6892768
0,1560287
0,1996698
0,7959584
0,4418029
0,4073953
0,801634
0,1696944
0,8479294
0,8599342
0,7909169
0,05272436
0,8754923
0,7497913
0,7877011
0,07756555
0,05166483
0,5211433
0,1097895
0,3034379
0,113549
0,6275338
0,7390227
0,3020045
0,02994633
0,8358988
0,606645
0,4361344
0,5346637
0,8224287
0,2758608
0,892419
0,8987793
0,6305621
0,08981073
0,7163086
0,4345525
0,8655535
0,9066834
0,5390571
0,468648
0,5365322
0,3999134
0,81559
0,2195985
0,2671816
0,6199072
0,8358829
0,5496648
0,8851147
0,596842
